epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.240715891122818	0.051816973835229874	0.25311516981377086	0.21118566393852234	0.09092801064252853	0.23381576273057633
20.0	0.27695751190185547	0.06049369275569916	0.2928055472472798	0.24049216508865356	0.10491355508565903	0.2689315766285603
30.0	0.2890380620956421	0.06408516317605972	0.3063939186609143	0.25167784094810486	0.10810797661542892	0.28101123759381996
40.0	0.29664430022239685	0.06604111194610596	0.3109889358601277	0.2532438337802887	0.10939084738492966	0.2829216480403217
50.0	0.2912752032279968	0.06562842428684235	0.3026252848531869	0.24988813698291779	0.11169673502445221	0.27755768444630236
60.0	0.2850112020969391	0.06593098491430283	0.3017012419052228	0.2525726854801178	0.11292184889316559	0.28181653686524893
70.0	0.28545862436294556	0.06600786745548248	0.29587641135384185	0.247427299618721	0.11036934703588486	0.2737259721731754
80.0	0.276510089635849	0.06487153470516205	0.288165859505768	0.2420581579208374	0.10722177475690842	0.26793468650460406
90.0	0.2738255262374878	0.06266104429960251	0.28505865051053986	0.23914991319179535	0.10514215379953384	0.26467854043183714
100.0	0.2626398503780365	0.05950688198208809	0.27462176708301345	0.23579418659210205	0.10443896800279617	0.259258650196941
110.0	0.25771814584732056	0.05871867015957832	0.2704383161592393	0.23355703055858612	0.10247664153575897	0.25632872038695237
120.0	0.2519015669822693	0.05695697292685509	0.26486015379452926	0.227516770362854	0.10191045701503754	0.2506869731058628
130.0	0.25369128584861755	0.057175904512405396	0.26260131718804763	0.22595077753067017	0.10119622200727463	0.24690796953374858
140.0	0.25682327151298523	0.057731132954359055	0.2652848790059665	0.22438479959964752	0.09993895888328552	0.24678718629778285
